ID,Type
g__Paenibacillus;s__Paenibacillus macerans,Microbe
g__Paenibacillus;s__Paenibacillus naphthalenovorans,Microbe
g__Paenibacillus;s__Paenibacillus sp. SIT18,Microbe
g__Paenibacillus;s__Paenibacillus sp. UNC451MF,Microbe
g__Paenibacillus;s__Paenibacillus sp. URHA0014,Microbe
g__Sporosarcina;s__Sporosarcina ureae,Microbe
g__Sporolactobacillus;s__Sporolactobacillus laevolacticus,Microbe
g__Enterococcus;s__Enterococcus columbae,Microbe
g__Enterococcus;s__Enterococcus pallens,Microbe
g__Streptococcus;s__Streptococcus agalactiae,Microbe
g__Streptococcus;s__Streptococcus dysgalactiae,Microbe
g__Streptococcus;s__Streptococcus parasanguinis,Microbe
g__Alkaliphilus;s__Alkaliphilus oremlandii,Microbe
g__Clostridium;s__Clostridium aceticum,Microbe
g__Clostridium;s__Clostridium arbusti,Microbe
g__Clostridium;s__Clostridium carboxidivorans,Microbe
g__Clostridium;s__Clostridium celatum,Microbe
g__Clostridium;s__Clostridium cylindrosporum,Microbe
g__Clostridium;s__Clostridium diolis,Microbe
g__Clostridium;s__Clostridium hydrogeniformans,Microbe
g__Clostridium;s__Clostridium saccharobutylicum,Microbe
g__Clostridium;s__Clostridium sp. HGF2,Microbe
g__Clostridium;s__Clostridium sulfidigenes,Microbe
g__Clostridium;s__Clostridium tunisiense,Microbe
g__Natronincola;s__Natronincola peptidivorans,Microbe
g__Heliobacterium;s__Heliobacterium modesticaldum,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. AD3002,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. AE3004,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. AE3006,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. FC2001,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. FCS014,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. INlla18,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. MB2005,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. NC2002,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. WCD3002,Microbe
g__Dorea;s__Dorea longicatena CAG:42,Microbe
g__Oribacterium;s__Oribacterium asaccharolyticum,Microbe
g__Roseburia;s__Roseburia sp. CAG:50,Microbe
g__Dehalobacter;s__Dehalobacter sp. TeCB1,Microbe
g__Desulfosporosinus;s__Desulfosporosinus sp. BG,Microbe
g__Desulfosporosinus;s__Desulfosporosinus sp. OT,Microbe
g__Desulfotomaculum;s__Desulfotomaculum alcoholivorax,Microbe
g__Desulfotomaculum;s__Desulfotomaculum sp. 46_296,Microbe
g__Peptostreptococcus;s__Peptostreptococcus sp. MV1,Microbe
g__Proteocatella;s__Proteocatella sphenisci,Microbe
g__Ruminococcus;s__Ruminococcus sp. CAG:55,Microbe
g__Gottschalkia;s__[Clostridium] purinilyticum,Microbe
g__Moorella;s__Moorella glycerini,Microbe
g__Moorella;s__Moorella thermoacetica,Microbe
g__Thermoanaerobacterium;s__Thermoanaerobacterium thermosaccharolyticum,Microbe
g__Faecalibaculum;s__Faecalibaculum rodentium,Microbe
g__Selenomonas;s__Selenomonas artemidis,Microbe
g__Anaeromusa;s__Anaeromusa acidaminophila,Microbe
g__Veillonella;s__Veillonella magna,Microbe
g__Veillonella;s__Veillonella sp. ACP1,Microbe
g__Finegoldia;s__Finegoldia magna,Microbe
g__Murdochiella;s__Murdochiella sp. SIT12,Microbe
g__Peptoniphilus;s__Peptoniphilus grossensis,Microbe
g__Planctomyces;s__Planctomyces sp. SH-PL14,Microbe
g__Planctomyces;s__Planctomyces sp. SH-PL62,Microbe
g__Burkholderia;s__Burkholderia ubonensis,Microbe
g__Comamonas;s__Comamonas testosteroni,Microbe
g__Herbaspirillum;s__Herbaspirillum rubrisubalbicans,Microbe
g__Ferrovum;s__Ferrovum myxofaciens,Microbe
g__Desulfatiglans;s__Desulfatiglans anilini,Microbe
g__Desulfobacterium;s__uncultured Desulfobacterium sp.,Microbe
g__Desulfoluna;s__Desulfoluna spongiiphila,Microbe
g__Desulfonatronovibrio;s__Desulfonatronovibrio magnus,Microbe
g__Desulfovibrio;s__Desulfovibrio alaskensis,Microbe
g__Desulfovibrio;s__Desulfovibrio gigas,Microbe
g__Desulfovibrio;s__Desulfovibrio magneticus,Microbe
g__Syntrophobacter;s__Syntrophobacter fumaroxidans,Microbe
g__Helicobacter;s__Helicobacter pametensis,Microbe
g__Ruminobacter;s__Ruminobacter sp. RM87,Microbe
g__Succinimonas;s__Succinimonas amylolytica,Microbe
g__Enterobacter;s__Enterobacter hormaechei,Microbe
g__Serratia;s__Serratia sp. DD3,Microbe
g__Actinobacillus;s__Actinobacillus minor,Microbe
g__Haemophilus;s__Haemophilus sputorum,Microbe
g__Sediminispirochaeta;s__Sediminispirochaeta bajacaliforniensis,Microbe
g__Treponema;s__Treponema pedis,Microbe
g__Treponema;s__Treponema sp. JC4,Microbe
g__Aminobacterium;s__Aminobacterium colombiense,Microbe
g__Candidatus Izimaplasma;s__Candidatus Izimaplasma sp. HR2,Microbe
g__Petrotoga;s__Petrotoga mobilis,Microbe
g__Pedosphaera;s__Pedosphaera parvula,Microbe
g__Methanomicrobium;s__Methanomicrobium mobile,Microbe
g__Methanosarcina;s__Methanosarcina barkeri,Microbe
g__Terracidiphilus;s__Terracidiphilus gabretensis,Microbe
g__Bifidobacterium;s__Bifidobacterium bifidum CAG:234,Microbe
g__Bifidobacterium;s__Bifidobacterium callitrichos,Microbe
g__Bifidobacterium;s__Bifidobacterium saeculare,Microbe
g__Microbacterium;s__Microbacterium laevaniformans,Microbe
g__Collinsella;s__Collinsella sp. MS5,Microbe
g__Adlercreutzia;s__Adlercreutzia equolifaciens,Microbe
g__Cryptobacterium;s__Cryptobacterium sp. CAG:338,Microbe
g__Fimbriimonas;s__Fimbriimonas ginsengisoli,Microbe
g__Bacteroides;s__Bacteroides sp. D1,Microbe
g__Dysgonomonas;s__Dysgonomonas sp. HGC4,Microbe
g__Paludibacter;s__Paludibacter jiangxiensis,Microbe
g__Paludibacter;s__Paludibacter propionicigenes,Microbe
g__Prevotella;s__Prevotella aurantiaca,Microbe
g__Prevotella;s__Prevotella sp. HMSC073D09,Microbe
g__Prevotella;s__Prevotella sp. khp7,Microbe
g__Draconibacterium;s__Draconibacterium orientale,Microbe
g__Alistipes;s__Alistipes sp. CAG:514,Microbe
g__Filimonas;s__Filimonas lacunae,Microbe
g__Niabella;s__Niabella ginsenosidivorans,Microbe
g__Algoriphagus;s__Algoriphagus boritolerans,Microbe
g__Flexibacter;s__Flexibacter roseolus,Microbe
g__Spirosoma;s__Spirosoma luteum,Microbe
g__Rufibacter;s__Rufibacter sp. DG15C,Microbe
g__Algibacter;s__Algibacter sp. SK-16,Microbe
g__Capnocytophaga;s__Capnocytophaga granulosa,Microbe
g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 332,Microbe
g__Flavobacterium;s__Flavobacterium chilense,Microbe
g__Flavobacterium;s__Flavobacterium sp. Fl,Microbe
g__Flavobacterium;s__Flavobacterium succinicans,Microbe
g__Gillisia;s__Gillisia sp. JM1,Microbe
g__Polaribacter;s__Polaribacter sp. Hel_I_88,Microbe
g__Riemerella;s__Riemerella anatipestifer,Microbe
g__Pedobacter;s__Pedobacter sp. ok626,Microbe
g__Pedobacter;s__Pedobacter steynii,Microbe
g__Solitalea;s__Solitalea canadensis,Microbe
g__Labilibacter;s__Labilibacter sp. HQYD1,Microbe
g__Longilinea;s__Longilinea arvoryzae,Microbe
g__Chrysiogenes;s__Chrysiogenes arsenatis,Microbe
g__Moorea;s__Moorea producens,Microbe
g__Effusibacillus;s__Effusibacillus pohliae,Microbe
g__Amphibacillus;s__Amphibacillus jilinensis,Microbe
g__Amphibacillus;s__Amphibacillus marinus,Microbe
g__Bacillus;s__Bacillus acidicola,Microbe
g__Bacillus;s__Bacillus caseinilyticus,Microbe
g__Bacillus;s__Bacillus clausii,Microbe
g__Bacillus;s__Bacillus flexus,Microbe
g__Bacillus;s__Bacillus mycoides,Microbe
g__Bacillus;s__Bacillus paralicheniformis,Microbe
g__Bacillus;s__Bacillus pumilus,Microbe
g__Bacillus;s__Bacillus rubiinfantis,Microbe
g__Bacillus;s__Bacillus sp. FJAT-20673,Microbe
g__Bacillus;s__Bacillus sp. FJAT-28004,Microbe
g__Bacillus;s__Bacillus sp. LF1,Microbe
g__Bacillus;s__Bacillus thermoamylovorans,Microbe
g__Oceanobacillus;s__Oceanobacillus massiliensis,Microbe
g__Thalassobacillus;s__Thalassobacillus devorans,Microbe
g__Brevibacillus;s__Brevibacillus laterosporus,Microbe
g__Brevibacillus;s__Brevibacillus reuszeri,Microbe
g__Paenibacillus;s__Paenibacillus alginolyticus,Microbe
g__Paenibacillus;s__Paenibacillus algorifonticola,Microbe
g__Paenibacillus;s__Paenibacillus beijingensis,Microbe
g__Paenibacillus;s__Paenibacillus dendritiformis,Microbe
g__Paenibacillus;s__Paenibacillus massiliensis,Microbe
g__Paenibacillus;s__Paenibacillus pinihumi,Microbe
g__Paenibacillus;s__Paenibacillus polymyxa,Microbe
g__Paenibacillus;s__Paenibacillus riograndensis,Microbe
g__Paenibacillus;s__Paenibacillus sophorae,Microbe
g__Paenibacillus;s__Paenibacillus sp. AT5,Microbe
g__Paenibacillus;s__Paenibacillus sp. FSL R7-0273,Microbe
g__Paenibacillus;s__Paenibacillus sp. FSL R7-0331,Microbe
g__Paenibacillus;s__Paenibacillus sp. Soil750,Microbe
g__Paenibacillus;s__Paenibacillus sp. TI45-13ar,Microbe
g__Granulicatella;s__Granulicatella balaenopterae,Microbe
g__Granulicatella;s__Granulicatella sp. HMSC31F03,Microbe
g__Trichococcus;s__Trichococcus collinsii,Microbe
g__Enterococcus;s__Enterococcus haemoperoxidus,Microbe
g__Enterococcus;s__Enterococcus phoeniculicola,Microbe
g__Lactobacillus;s__Lactobacillus harbinensis,Microbe
g__Lactobacillus;s__Lactobacillus johnsonii,Microbe
g__Lactobacillus;s__Lactobacillus reuteri,Microbe
g__Streptococcus;s__Streptococcus constellatus,Microbe
g__Streptococcus;s__Streptococcus mutans,Microbe
g__Streptococcus;s__Streptococcus pasteurianus,Microbe
g__Streptococcus;s__Streptococcus sanguinis,Microbe
g__Streptococcus;s__Streptococcus sp. CCH8-H5,Microbe
g__Streptococcus;s__Streptococcus sp. HSISS3,Microbe
g__Streptococcus;s__Streptococcus sp. SR4,Microbe
g__Streptococcus;s__Streptococcus vestibularis,Microbe
g__Alkaliphilus;s__Alkaliphilus transvaalensis,Microbe
g__Clostridium;s__Candidatus Clostridium anorexicamassiliense,Microbe
g__Clostridium;s__Clostridium algidicarnis,Microbe
g__Clostridium;s__Clostridium sartagoforme,Microbe
g__Clostridium;s__Clostridium sp. Ade.TY,Microbe
g__Clostridium;s__Clostridium sp. CAG:1000,Microbe
g__Clostridium;s__Clostridium sp. CAG:265,Microbe
g__Clostridium;s__Clostridium sp. CAG:557,Microbe
g__Clostridium;s__Clostridium sp. DMHC 10,Microbe
g__Clostridium;s__Clostridium sp. HMSC19A10,Microbe
g__Clostridium;s__Clostridium tetanomorphum,Microbe
g__Thermobrachium;s__Thermobrachium celere,Microbe
g__Thermotalea;s__Thermotalea metallivorans,Microbe
g__Mogibacterium;s__Mogibacterium sp. Marseille-P3115,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. AE3009,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. LB2008,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. NC2007,Microbe
g__Lachnoanaerobaculum;s__Lachnoanaerobaculum sp. ICM7,Microbe
g__Shuttleworthia;s__Shuttleworthia satelles,Microbe
g__Dehalobacter;s__Dehalobacter restrictus,Microbe
g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans,Microbe
g__Desulfosporosinus;s__Desulfosporosinus hippei,Microbe
g__Desulfotomaculum;s__Desulfotomaculum acetoxidans,Microbe
g__Desulfotomaculum;s__Desulfotomaculum intricatum,Microbe
g__Desulfotomaculum;s__Desulfotomaculum reducens,Microbe
g__Desulfotomaculum;s__Desulfotomaculum sp. BICA1-6,Microbe
g__Peptoanaerobacter;s__[Eubacterium] yurii,Microbe
g__Peptoclostridium;s__Peptoclostridium litorale,Microbe
g__Ruminococcus;s__Ruminococcus torques CAG:61,Microbe
g__Syntrophomonas;s__Syntrophomonas wolfei,Microbe
g__Caldicellulosiruptor;s__Caldicellulosiruptor kronotskyensis,Microbe
g__Eggerthia;s__Eggerthia catenaformis,Microbe
g__Centipeda;s__Centipeda periodontii,Microbe
g__Mitsuokella;s__Mitsuokella sp. oral taxon 131,Microbe
g__Selenomonas;s__Selenomonas flueggei,Microbe
g__Selenomonas;s__Selenomonas infelix,Microbe
g__Selenomonas;s__Selenomonas sp. oral taxon 136,Microbe
g__Dendrosporobacter;s__Dendrosporobacter quercicolus,Microbe
g__Anaeroglobus;s__Anaeroglobus geminatus,Microbe
g__Veillonella;s__Veillonella sp. HPA0037,Microbe
g__Helcococcus;s__Helcococcus sueciensis,Microbe
g__Peptoniphilus;s__Peptoniphilus sp. SIT15,Microbe
g__Fusobacterium;s__Fusobacterium sp. OBRC1,Microbe
g__Ilyobacter;s__Ilyobacter polytropus,Microbe
g__Psychrilyobacter;s__Psychrilyobacter atlanticus,Microbe
g__Rhodopirellula;s__Rhodopirellula sp. SWK7,Microbe
g__Rubripirellula;s__Rubripirellula obstinata,Microbe
g__Micavibrio;s__Micavibrio aeruginosavorus,Microbe
g__Bordetella;s__Bordetella parapertussis,Microbe
g__Stenoxybacter;s__Stenoxybacter acetivorans,Microbe
g__Desulfocarbo;s__Desulfocarbo indianensis,Microbe
g__Desulfococcus;s__Desulfococcus oleovorans,Microbe
g__Desulforegula;s__Desulforegula conservatrix,Microbe
g__Desulfovibrio;s__Desulfovibrio aminophilus,Microbe
g__Desulfovibrio;s__Desulfovibrio bastinii,Microbe
g__Desulfovibrio;s__Desulfovibrio sp. A2,Microbe
g__Desulfovibrio;s__Desulfovibrio sp. J2,Microbe
g__Desulfovibrio;s__Desulfovibrio sp. TomC,Microbe
g__Desulfovibrio;s__Desulfovibrio sp. U5L,Microbe
g__Desulfovibrio;s__Desulfovibrio sp. X2,Microbe
g__Halodesulfovibrio;s__Halodesulfovibrio aestuarii,Microbe
g__Pelobacter;s__Pelobacter seleniigenes,Microbe
g__Geobacter;s__Geobacter lovleyi,Microbe
g__Syntrophus;s__Syntrophus gentianae,Microbe
g__Campylobacter;s__Campylobacter fetus,Microbe
g__Enterobacter;s__Enterobacter cloacae,Microbe
g__Escherichia;s__Escherichia fergusonii,Microbe
g__Shigella;s__Shigella sp. SF-2015,Microbe
g__Bibersteinia;s__Bibersteinia trehalosi,Microbe
g__Gallibacterium;s__Gallibacterium anatis,Microbe
g__Pseudomonas;s__Pseudomonas aeruginosa,Microbe
g__Pseudomonas;s__Pseudomonas pseudoalcaligenes,Microbe
g__Thiomargarita;s__Candidatus Thiomargarita nelsonii,Microbe
g__Vibrio;s__Vibrio cholerae,Microbe
g__Vibrio;s__Vibrio vulnificus,Microbe
g__Brachyspira;s__Brachyspira hampsonii,Microbe
g__Brachyspira;s__Brachyspira hyodysenteriae,Microbe
g__Brachyspira;s__Brachyspira pilosicoli,Microbe
g__Spirochaeta;s__Spirochaeta sp. JC202,Microbe
g__Treponema;s__Treponema lecithinolyticum,Microbe
g__Treponema;s__Treponema maltophilum,Microbe
g__Treponema;s__Treponema phagedenis,Microbe
g__Treponema;s__Treponema sp. C6A8,Microbe
g__Treponema;s__Treponema vincentii,Microbe
g__Leptospira;s__Leptospira mayottensis,Microbe
g__Aminobacterium;s__Aminobacterium mobile,Microbe
g__Thermobaculum;s__Thermobaculum terrenum,Microbe
g__Opitutus;s__Opitutus terrae,Microbe
g__Verrucomicrobium;s__Verrucomicrobium sp. BvORR034,Microbe
g__Spizellomyces;s__Spizellomyces punctatus,Microbe
g__Bracovirus;s__Cotesia sesamiae bracovirus,Microbe
g__Methanocorpusculum;s__Methanocorpusculum labreanum,Microbe
g__Methanosarcina;s__Methanosarcina mazei,Microbe
g__Candidatus Methanoplasma;s__Candidatus Methanoplasma termitum,Microbe
g__Acidobacterium;s__Acidobacterium ailaaui,Microbe
g__Holophaga;s__Holophaga foetida,Microbe
g__Candidatus Solibacter;s__Candidatus Solibacter usitatus,Microbe
g__Alloscardovia;s__Alloscardovia criceti,Microbe
g__Bifidobacterium;s__Bifidobacterium moukalabense,Microbe
g__Bifidobacterium;s__Bifidobacterium sp. 12_1_47BFAA,Microbe
g__Bifidobacterium;s__Bifidobacterium sp. MSTE12,Microbe
g__Bifidobacterium;s__Bifidobacterium stellenboschense,Microbe
g__Scardovia;s__Scardovia inopinata,Microbe
g__Mycobacterium;s__Mycobacterium tuberculosis,Microbe
g__Jiangella;s__Jiangella alba,Microbe
g__Jiangella;s__Jiangella sp. DSM 45060,Microbe
g__Leucobacter;s__Leucobacter sp. G161,Microbe
g__Actinopolymorpha;s__Actinopolymorpha alba,Microbe
g__Olsenella;s__Olsenella sp. DNF00959,Microbe
g__Olsenella;s__Olsenella sp. KHD7,Microbe
g__Collinsella;s__Collinsella sp. CAG:398,Microbe
g__Coriobacterium;s__Coriobacterium glomerans,Microbe
g__Enorma;s__Enorma massiliensis,Microbe
g__Eggerthella;s__Eggerthella sp. 1_3_56FAA,Microbe
g__Eggerthella;s__Eggerthella sp. CAG:209,Microbe
g__Eggerthella;s__Eggerthella sp. CAG:298,Microbe
g__Eggerthella;s__Eggerthella sp. HGA1,Microbe
g__Solirubrobacter;s__Solirubrobacter sp. URHD0082,Microbe
g__Bacteroides;s__Bacteroides sp. 3_2_5,Microbe
g__Anaerophaga;s__Anaerophaga thermohalophila,Microbe
g__Geofilum;s__Geofilum rubicundum,Microbe
g__Saccharicrinis;s__Saccharicrinis marinus,Microbe
g__Thermophagus;s__Thermophagus xiamenensis,Microbe
g__Parabacteroides;s__Parabacteroides sp. D25,Microbe
g__Porphyromonas;s__Porphyromonas canoris,Microbe
g__Porphyromonas;s__Porphyromonas levii,Microbe
g__Porphyromonas;s__Porphyromonas somerae,Microbe
g__Porphyromonas;s__Porphyromonas sp. CAG:1061,Microbe
g__Porphyromonas;s__Porphyromonas sp. HMSC065F10,Microbe
g__Porphyromonas;s__Porphyromonas sp. HMSC077F02,Microbe
g__Prevotella;s__Prevotella aff. ruminicola Tc2-24,Microbe
g__Prevotella;s__Prevotella sp. HJM029,Microbe
g__Prevotella;s__Prevotella sp. HMSC069G02,Microbe
g__Prevotella;s__Prevotella sp. lc2012,Microbe
g__Chitinophaga;s__Chitinophaga costaii,Microbe
g__Niabella;s__Niabella drilacis,Microbe
g__Niastella;s__Niastella koreensis,Microbe
g__Niastella;s__Niastella yeongjuensis,Microbe
g__Mariniradius;s__Mariniradius saccharolyticus,Microbe
g__Dyadobacter;s__Dyadobacter tibetensis,Microbe
g__Fibrella;s__Fibrella aestuarina,Microbe
g__Runella;s__Runella slithyformis,Microbe
g__Flammeovirga;s__Flammeovirga sp. SJP92,Microbe
g__Pontibacter;s__Pontibacter roseus,Microbe
g__Aquimarina;s__Aquimarina macrocephali,Microbe
g__Capnocytophaga;s__Capnocytophaga canis,Microbe
g__Capnocytophaga;s__Capnocytophaga gingivalis,Microbe
g__Chryseobacterium;s__Chryseobacterium gallinarum,Microbe
g__Chryseobacterium;s__Chryseobacterium greenlandense,Microbe
g__Chryseobacterium;s__Chryseobacterium kwangjuense,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. ERMR1:04,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. Leaf404,Microbe
g__Elizabethkingia;s__Elizabethkingia genomosp. 4,Microbe
g__Flavobacterium;s__Flavobacterium branchiophilum,Microbe
g__Flavobacterium;s__Flavobacterium columnare,Microbe
g__Flavobacterium;s__Flavobacterium daejeonense,Microbe
g__Flavobacterium;s__Flavobacterium denitrificans,Microbe
g__Flavobacterium;s__Flavobacterium frigoris,Microbe
g__Flavobacterium;s__Flavobacterium psychrophilum,Microbe
g__Flavobacterium;s__Flavobacterium seoulense,Microbe
g__Flavobacterium;s__Flavobacterium sp. KJJ,Microbe
g__Formosa;s__Formosa sp. Hel3_A1_48,Microbe
g__Gillisia;s__Gillisia sp. CAL575,Microbe
g__Gramella;s__Gramella forsetii,Microbe
g__Lutibacter;s__Lutibacter oricola,Microbe
g__Lutibacter;s__Lutibacter sp. BRH_c52,Microbe
g__Mangrovimonas;s__Mangrovimonas sp. ST2L15,Microbe
g__Riemerella;s__Riemerella columbina,Microbe
g__Tamlana;s__Tamlana nanhaiensis,Microbe
g__Mucilaginibacter;s__Mucilaginibacter gotjawali,Microbe
g__Mucilaginibacter;s__Mucilaginibacter sp. L294,Microbe
g__Mucilaginibacter;s__Mucilaginibacter sp. OK268,Microbe
g__Olivibacter;s__Olivibacter sitiensis,Microbe
g__Pedobacter;s__Pedobacter cryoconitis,Microbe
g__Pedobacter;s__Pedobacter sp. CCM 8644,Microbe
g__Pedobacter;s__Pedobacter sp. Hv1,Microbe
g__Pedobacter;s__Pedobacter sp. Leaf194,Microbe
g__Pedobacter;s__Pedobacter sp. NL19,Microbe
g__Pedobacter;s__Pedobacter sp. PACM 27299,Microbe
g__Pedobacter;s__Pedobacter sp. V48,Microbe
g__Pseudopedobacter;s__Pseudopedobacter saltans,Microbe
g__Sphingobacterium;s__Sphingobacterium mizutaii,Microbe
g__Sphingobacterium;s__Sphingobacterium sp. ML3W,Microbe
g__Sphingobacterium;s__Sphingobacterium spiritivorum,Microbe
g__Salinibacter;s__Salinibacter ruber,Microbe
g__Candidatus Entotheonella;s__Candidatus Entotheonella sp. TSY2,Microbe
g__Parachlamydia;s__Parachlamydia sp. C2,Microbe
g__Chlorobium;s__Chlorobium limicola,Microbe
g__Pelodictyon;s__Pelodictyon luteolum,Microbe
g__Ktedonobacter;s__Ktedonobacter racemifer,Microbe
g__Kouleothrix;s__Kouleothrix aurantiaca,Microbe
g__Microcystis;s__Microcystis aeruginosa,Microbe
g__Denitrovibrio;s__Denitrovibrio acetiphilus,Microbe
g__Dictyoglomus;s__Dictyoglomus thermophilum,Microbe
g__Alicyclobacillus;s__Alicyclobacillus acidocaldarius,Microbe
g__Kyrpidia;s__Kyrpidia tusciae,Microbe
g__Tumebacillus;s__Tumebacillus flagellatus,Microbe
g__Amphibacillus;s__Amphibacillus sediminis,Microbe
g__Anoxybacillus;s__Anoxybacillus flavithermus,Microbe
g__Bacillus;s__Bacillus akibai,Microbe
g__Bacillus;s__Bacillus aryabhattai,Microbe
g__Bacillus;s__Bacillus coahuilensis,Microbe
g__Bacillus;s__Bacillus fastidiosus,Microbe
g__Bacillus;s__Bacillus megaterium,Microbe
g__Bacillus;s__Bacillus shackletonii,Microbe
g__Bacillus;s__Bacillus simplex,Microbe
g__Bacillus;s__Bacillus solimangrovi,Microbe
g__Bacillus;s__Bacillus sp. 17376,Microbe
g__Bacillus;s__Bacillus sp. FJAT-27916,Microbe
g__Bacillus;s__Bacillus sp. FJAT-29937,Microbe
g__Bacillus;s__Bacillus sp. SA1-12,Microbe
g__Bacillus;s__Bacillus subtilis,Microbe
g__Lysinibacillus;s__Lysinibacillus sp. FJAT-14745,Microbe
g__Ornithinibacillus;s__Ornithinibacillus californiensis,Microbe
g__Pontibacillus;s__Pontibacillus marinus,Microbe
g__Brochothrix;s__Brochothrix thermosphacta,Microbe
g__Brevibacillus;s__Brevibacillus agri,Microbe
g__Brevibacillus;s__Brevibacillus brevis,Microbe
g__Cohnella;s__Cohnella panacarvi,Microbe
g__Fontibacillus;s__Fontibacillus panacisegetis,Microbe
g__Paenibacillus;s__Paenibacillus antarcticus,Microbe
g__Paenibacillus;s__Paenibacillus bovis,Microbe
g__Paenibacillus;s__Paenibacillus chondroitinus,Microbe
g__Paenibacillus;s__Paenibacillus darwinianus,Microbe
g__Paenibacillus;s__Paenibacillus durus,Microbe
g__Paenibacillus;s__Paenibacillus elgii,Microbe
g__Paenibacillus;s__Paenibacillus etheri,Microbe
g__Paenibacillus;s__Paenibacillus gorillae,Microbe
g__Paenibacillus;s__Paenibacillus harenae,Microbe
g__Paenibacillus;s__Paenibacillus macquariensis,Microbe
g__Paenibacillus;s__Paenibacillus peoriae,Microbe
g__Paenibacillus;s__Paenibacillus pini,Microbe
g__Paenibacillus;s__Paenibacillus popilliae,Microbe
g__Paenibacillus;s__Paenibacillus sp. DMB20,Microbe
g__Paenibacillus;s__Paenibacillus sp. E194,Microbe
g__Paenibacillus;s__Paenibacillus sp. FF9,Microbe
g__Paenibacillus;s__Paenibacillus sp. FSL H7-0737,Microbe
g__Paenibacillus;s__Paenibacillus sp. FSL H8-237,Microbe
g__Paenibacillus;s__Paenibacillus sp. HGF5,Microbe
g__Paenibacillus;s__Paenibacillus sp. LPB0068,Microbe
g__Paenibacillus;s__Paenibacillus sp. MT24,Microbe
g__Paenibacillus;s__Paenibacillus sp. Marseille-P2472,Microbe
g__Paenibacillus;s__Paenibacillus sp. NFR01,Microbe
g__Paenibacillus;s__Paenibacillus sp. P1XP2,Microbe
g__Paenibacillus;s__Paenibacillus sp. Soil787,Microbe
g__Paenibacillus;s__Paenibacillus swuensis,Microbe
g__Paenibacillus;s__Paenibacillus terrigena,Microbe
g__Paenibacillus;s__Paenibacillus yonginensis,Microbe
g__Planomicrobium;s__Planomicrobium glaciei,Microbe
g__Sporosarcina;s__Sporosarcina globispora,Microbe
g__Sporolactobacillus;s__Sporolactobacillus vineae,Microbe
g__Lihuaxuella;s__Lihuaxuella thermophila,Microbe
g__Gemella;s__Gemella sp. oral taxon 928,Microbe
g__Aerococcus;s__Aerococcus christensenii,Microbe
g__Alkalibacterium;s__Alkalibacterium pelagium,Microbe
g__Carnobacterium;s__Carnobacterium iners,Microbe
g__Carnobacterium;s__Carnobacterium mobile,Microbe
g__Enterococcus;s__Enterococcus rotai,Microbe
g__Lactobacillus;s__Lactobacillus bifermentans,Microbe
g__Lactobacillus;s__Lactobacillus delbrueckii,Microbe
g__Lactobacillus;s__Lactobacillus equi,Microbe
g__Lactobacillus;s__Lactobacillus iners,Microbe
g__Lactobacillus;s__Lactobacillus mucosae,Microbe
g__Lactobacillus;s__Lactobacillus nagelii,Microbe
g__Lactobacillus;s__Lactobacillus paracasei,Microbe
g__Lactobacillus;s__Lactobacillus saerimneri,Microbe
g__Lactococcus;s__Lactococcus garvieae,Microbe
g__Streptococcus;s__Streptococcus equi,Microbe
g__Streptococcus;s__Streptococcus henryi,Microbe
g__Streptococcus;s__Streptococcus parauberis,Microbe
g__Streptococcus;s__Streptococcus pseudopneumoniae,Microbe
g__Streptococcus;s__Streptococcus sp. ACS2,Microbe
g__Streptococcus;s__Streptococcus sp. CCH5-D3,Microbe
g__Streptococcus;s__Streptococcus sp. HMSC057E02,Microbe
g__Streptococcus;s__Streptococcus sp. HMSC073D05,Microbe
g__Streptococcus;s__Streptococcus sp. HMSC078H03,Microbe
g__Streptococcus;s__Streptococcus sp. HMSC10E12,Microbe
g__Caloramator;s__Caloramator mitchellensis,Microbe
g__Caloramator;s__Caloramator sp. ALD01,Microbe
g__Candidatus Arthromitus;s__Candidatus Arthromitus sp. SFB-turkey,Microbe
g__Clostridium;s__Clostridium acetireducens,Microbe
g__Clostridium;s__Clostridium chauvoei,Microbe
g__Clostridium;s__Clostridium clostridioforme CAG:132,Microbe
g__Clostridium;s__Clostridium coskatii,Microbe
g__Clostridium;s__Clostridium drakei,Microbe
g__Clostridium;s__Clostridium scatologenes,Microbe
g__Clostridium;s__Clostridium sp. 7_2_43FAA,Microbe
g__Clostridium;s__Clostridium sp. CAG:729,Microbe
g__Clostridium;s__Clostridium sp. L74,Microbe
